BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,277950.48,277950.48,2021,1
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1437,1437,2021,1
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16847.54,16847.54,2021,1
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11425,11425,2021,1
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,613.14,613.14,2021,1
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2742.26,2742.26,2021,1
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,312159.07,312159.07,2021,1
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,312159.07,312159.07,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-58.27,-58.27,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,317581.08,317581.08,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2751.49,2751.49,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28523.41,28523.41,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,750,750,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12869.06,12869.06,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17485.75,17485.75,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7644.23,7644.23,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,387546.75,387546.75,2021,1
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,387546.75,387546.75,2021,1
S001208,2021 HON. ELISSA SLOTKIN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14679.99,14679.99,2021,1
S001208,2021 HON. ELISSA SLOTKIN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14679.99,14679.99,2021,1
S001208,2021 HON. ELISSA SLOTKIN,INTERN ALLOWANCES,OFFICE TOTALS:,14679.99,14679.99,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-90.88,-90.88,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,263969.96,263969.96,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4594.64,4594.64,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21083.98,21083.98,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13346.34,13346.34,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2823.11,2823.11,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2379.98,2379.98,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,308107.13,308107.13,2021,1
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,308107.13,308107.13,2021,1
S000510,2021 HON. ADAM SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3600,3600,2021,1
S000510,2021 HON. ADAM SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3600,3600,2021,1
S000510,2021 HON. ADAM SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,3600,3600,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,47.88,47.88,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241382.38,241382.38,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1240.9,1240.9,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15305.02,15305.02,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,129.32,129.32,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13860,13860,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5178.25,5178.25,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,787.5,787.5,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,277931.25,277931.25,2021,1
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,277931.25,277931.25,2021,1
S001172,2021 HON. ADRIAN SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,900,900,2021,1
S001172,2021 HON. ADRIAN SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,900,900,2021,1
S001172,2021 HON. ADRIAN SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,900,900,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-1.56,-1.56,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,259884.47,259884.47,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1962.35,1962.35,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11330.3,11330.3,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12245,12245,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4707.68,4707.68,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6847.32,6847.32,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,296975.56,296975.56,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,296975.56,296975.56,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3600,3600,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3600,3600,2021,1
S000522,2021 HON. CHRISTOPHER H. SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,3600,3600,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,356.96,356.96,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,264892.77,264892.77,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7319.7,7319.7,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21088.34,21088.34,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,235.92,235.92,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12580.96,12580.96,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2204.13,2204.13,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,501,501,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,309179.78,309179.78,2021,1
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,309179.78,309179.78,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,954.99,954.99,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,226701.54,226701.54,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1083.46,1083.46,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37774.91,37774.91,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47,47,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10725,10725,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5706.75,5706.75,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2364.33,2364.33,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,285357.98,285357.98,2021,1
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,285357.98,285357.98,2021,1
S001199,2021 HON. LLOYD SMUCKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1440,1440,2021,1
S001199,2021 HON. LLOYD SMUCKER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1440,1440,2021,1
S001199,2021 HON. LLOYD SMUCKER,INTERN ALLOWANCES,OFFICE TOTALS:,1440,1440,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,164.5,164.5,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,260288.93,260288.93,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2023.87,2023.87,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21239.91,21239.91,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13838.87,13838.87,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2935.03,2935.03,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4397.05,4397.05,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,304888.16,304888.16,2021,1
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,304888.16,304888.16,2021,1
S001200,2021 HON. DARREN SOTO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6561.11,6561.11,2021,1
S001200,2021 HON. DARREN SOTO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6561.11,6561.11,2021,1
S001200,2021 HON. DARREN SOTO,INTERN ALLOWANCES,OFFICE TOTALS:,6561.11,6561.11,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31.8,31.8,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,238129.13,238129.13,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,199.79,199.79,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10942.66,10942.66,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11170,11170,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,93.25,93.25,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1091.31,1091.31,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,261657.94,261657.94,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,261657.94,261657.94,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5340,5340,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5340,5340,2021,1
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,OFFICE TOTALS:,5340,5340,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-28,-28,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,153444.2,153444.2,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2720.94,2720.94,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2765.94,2765.94,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20,20,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19055,19055,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3301,3301,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1587.04,1587.04,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,182866.12,182866.12,2021,1
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,182866.12,182866.12,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-125.26,-125.26,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,280422.15,280422.15,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3862.39,3862.39,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32792.73,32792.73,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,117.75,117.75,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10725,10725,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2138.03,2138.03,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1266,1266,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,331198.79,331198.79,2021,1
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,331198.79,331198.79,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-94.33,-94.33,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,251942.22,251942.22,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5460.23,5460.23,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17405.89,17405.89,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,750.28,750.28,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8785,8785,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1772.13,1772.13,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2000.75,2000.75,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,288022.17,288022.17,2021,1
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,288022.17,288022.17,2021,1
S001211,2021 HON. GREG STANTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5066.68,5066.68,2021,1
S001211,2021 HON. GREG STANTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5066.68,5066.68,2021,1
S001211,2021 HON. GREG STANTON,INTERN ALLOWANCES,OFFICE TOTALS:,5066.68,5066.68,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,826.65,826.65,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,204673.75,204673.75,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4705.48,4705.48,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21178.51,21178.51,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10601.94,10601.94,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5045.51,5045.51,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,62.1,62.1,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,247093.94,247093.94,2021,1
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,247093.94,247093.94,2021,1
S001212,2021 HON. PETE STAUBER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3402.78,3402.78,2021,1
S001212,2021 HON. PETE STAUBER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3402.78,3402.78,2021,1
S001212,2021 HON. PETE STAUBER,INTERN ALLOWANCES,OFFICE TOTALS:,3402.78,3402.78,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-15.2,-15.2,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,177581.69,177581.69,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,613.2,613.2,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18953.62,18953.62,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2986.63,2986.63,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10260,10260,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11315.68,11315.68,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1140.13,1140.13,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,222835.75,222835.75,2021,1
S001135,2021 HON. MICHELLE STEEL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,222835.75,222835.75,2021,1
S001135,2021 HON. MICHELLE STEEL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1031.33,1031.33,2021,1
S001135,2021 HON. MICHELLE STEEL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1031.33,1031.33,2021,1
S001135,2021 HON. MICHELLE STEEL,INTERN ALLOWANCES,OFFICE TOTALS:,1031.33,1031.33,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,406.42,406.42,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,219507.35,219507.35,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2326.91,2326.91,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17939.28,17939.28,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,236.7,236.7,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5775,5775,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4230.45,4230.45,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,714,714,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,251136.11,251136.11,2021,1
S001196,2021 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,251136.11,251136.11,2021,1
S001196,2021 HON. ELISE M. STEFANIK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4240,4240,2021,1
S001196,2021 HON. ELISE M. STEFANIK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4240,4240,2021,1
S001196,2021 HON. ELISE M. STEFANIK,INTERN ALLOWANCES,OFFICE TOTALS:,4240,4240,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5164.24,5164.24,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234810.66,234810.66,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2369.09,2369.09,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,7832.7,7832.7,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,604.2,604.2,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11245,11245,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1210.74,1210.74,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,471,471,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,263707.63,263707.63,2021,1
S001213,2021 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,263707.63,263707.63,2021,1
S001213,2021 HON. BRYAN STEIL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,996.66,996.66,2021,1
S001213,2021 HON. BRYAN STEIL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,996.66,996.66,2021,1
S001213,2021 HON. BRYAN STEIL,INTERN ALLOWANCES,OFFICE TOTALS:,996.66,996.66,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,301.12,301.12,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,220901.86,220901.86,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5601.13,5601.13,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18525.93,18525.93,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10825,10825,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4840.62,4840.62,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3047,3047,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,264042.66,264042.66,2021,1
S001214,2021 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,264042.66,264042.66,2021,1
