BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,58738.64,7182.18
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,54671.37,2971.34
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2228.72,78.2
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,40652.75,23167.48
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15119.7,10220.08
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1398059.3,428816.09
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1398059.3,428816.09
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,25000,7700
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,25000,7700
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,OFFICE TOTALS:,25000,7700
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11933.97,388.39
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1126038.87,363081.99
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18376.05,4603.98
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,92798.06,21069.41
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47149.73,352.79
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,53107.39,16767.2
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,50538.07,28772.6
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1851.63,456.99
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1401793.77,435493.35
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1401793.77,435493.35
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6738.33,1305
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6738.33,1305
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,OFFICE TOTALS:,6738.33,1305
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22562.15,2698.57
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1157766.96,357783.4
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14510.36,1787.34
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,76032.18,17796.08
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,45241.13,2177.95
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20922.19,8285
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,45557.71,17676.23
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15135.23,1037.84
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1397727.91,409242.41
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1397727.91,409242.41
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24993.54,3833.34
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24993.54,3833.34
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,OFFICE TOTALS:,24993.54,3833.34
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22434.65,34.62
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1023610.75,289775.42
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22580.87,1591.17
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,109164.96,32756.67
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,76149.18,33075.99
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,45348,12027
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10320.37,872.3
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5003.13,996
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1314611.91,371129.17
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1314611.91,371129.17
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18960,5160
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18960,5160
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,OFFICE TOTALS:,18960,5160
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13475.06,37.4
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1033539.46,312225.02
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19013.98,5639.84
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,117847.47,32890.86
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20785.3,6367.19
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27031.2,9285
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,34170.94,29044.5
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7504.9,2487.89
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1273368.31,397977.7
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1273368.31,397977.7
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,20550,4500
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,20550,4500
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,OFFICE TOTALS:,20550,4500
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,726.7,120.66
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1085855.27,329332.44
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22567.63,0
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,108166.2,20206.57
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5324.94,0
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,54642.46,10526.72
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,40211.7,13721.9
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5308,5308
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1322802.9,379216.29
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1322802.9,379216.29
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24883.33,3240
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24883.33,3240
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,OFFICE TOTALS:,24883.33,3240
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5.27,-1174.86
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1088253.16,311733.32
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8168.16,830.93
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,162179.92,38922.07
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,167.5,0
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,41231,10295
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,63461.35,59183.08
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,17732.9,3569.63
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1381199.26,423359.17
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1381199.26,423359.17
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5760,0
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5760,0
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,OFFICE TOTALS:,5760,0
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17372.79,848.3
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1185864.47,362300.29
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12614.01,1225.59
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,91104.61,22248.82
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,275.85,200
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,50162.58,15206.58
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22821.45,14590.6
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5329,900
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1385544.76,417520.18
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1385544.76,417520.18
V000108,2020 HON. PETER J. VISCLOSKY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14400,0
V000108,2020 HON. PETER J. VISCLOSKY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14400,0
V000108,2020 HON. PETER J. VISCLOSKY,INTERN ALLOWANCES,OFFICE TOTALS:,14400,0
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,63502.49,132.28
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1010403.44,296833.85
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9399.28,2778.94
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56781.31,14425.46
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,157741.98,230
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25388,5685
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,35562.54,29476.42
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5105.78,165
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1363884.82,349726.95
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1363884.82,349726.95
W000812,2020 HON. ANN WAGNER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18463.33,6520
W000812,2020 HON. ANN WAGNER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18463.33,6520
W000812,2020 HON. ANN WAGNER,INTERN ALLOWANCES,OFFICE TOTALS:,18463.33,6520
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,60397.08,8611.05
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,940812.64,271333.33
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21246.61,3376.08
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,92919.84,15723.67
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,89252.13,410.35
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43969.68,10900.2
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,70471.41,58874.24
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8264.95,683.64
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1327334.34,369912.56
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1327334.34,369912.56
W000798,2020 HON. TIM WALBERG,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4026.66,0
W000798,2020 HON. TIM WALBERG,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4026.66,0
W000798,2020 HON. TIM WALBERG,INTERN ALLOWANCES,OFFICE TOTALS:,4026.66,0
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5418.84,3235.09
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1000586.56,278090.11
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38422.94,15045.15
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,92092.39,25336.4
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13038.08,12773.28
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2935.1,2690.5
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13125.11,1830.1
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4169.51,3060.72
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1169788.53,342061.35
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1169788.53,342061.35
W000791,2020 HON. GREG WALDEN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16283.37,2366.67
W000791,2020 HON. GREG WALDEN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,16283.37,2366.67
W000791,2020 HON. GREG WALDEN,INTERN ALLOWANCES,OFFICE TOTALS:,16283.37,2366.67
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1134.18,303.22
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1107735.16,350613.55
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37575.9,13384.69
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,104884.21,25236.99
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2048.89,0
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,40958.17,11309.77
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12416.2,3428.8
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6750.37,1193.1
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1313503.08,405470.12
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1313503.08,405470.12
W000819,2020 HON. MARK WALKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24954.23,0
W000819,2020 HON. MARK WALKER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24954.23,0
W000819,2020 HON. MARK WALKER,INTERN ALLOWANCES,OFFICE TOTALS:,24954.23,0
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,55919.84,141.25
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,984187.13,311478.66
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17302.16,4683.87
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51081.25,12948.65
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,66957.37,20
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27309.03,8584.9
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,30513.65,23853.49
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3132,783
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1236402.43,362493.82
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1236402.43,362493.82
W000813,2020 HON. JACKIE WALORSKI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7726.34,760
W000813,2020 HON. JACKIE WALORSKI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7726.34,760
W000813,2020 HON. JACKIE WALORSKI,INTERN ALLOWANCES,OFFICE TOTALS:,7726.34,760
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,33307.86,2458.82
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1152295.23,343413.06
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,24159.51,6374.08
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54042.91,13450.2
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,56603.79,1816.13
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19912.02,4770
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,29425.9,14094.34
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4267.09,588
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1374014.31,386964.63
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1374014.31,386964.63
W000823,2020 HON. MICHAEL WALTZ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13888.34,1380
W000823,2020 HON. MICHAEL WALTZ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13888.34,1380
W000823,2020 HON. MICHAEL WALTZ,INTERN ALLOWANCES,OFFICE TOTALS:,13888.34,1380
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22615.47,-28.55
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1108983.26,333176.58
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31998.86,6788.37
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,43,20
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38784.69,10951.43
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33063.01,31120.86
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6301,5250
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15297.98,6429.75
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3029,1094
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1260116.27,394802.44
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1260116.27,394802.44
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7644.67,1620
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7644.67,1620
W000797,2020 HON. DEBBIE WASSERMAN-SCHULTZ,INTERN ALLOWANCES,OFFICE TOTALS:,7644.67,1620
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,51871.09,-25.86
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,615433.26,202167.92
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23947.16,10431.08
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49771.38,4480.4
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,87268.75,0
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1389.5,125
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,39943.24,20461.36
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13746.97,843
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,883371.35,238482.9
W000187,2020 HON. MAXINE WATERS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,883371.35,238482.9
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,62230.82,436.46
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,854896.58,202576.65
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23007.82,3891.3
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,179456.81,16642.47
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,178871.83,66.3
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,48603.12,13548.12
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6181.41,488.28
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2567.59,443.2
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1355815.98,238092.78
W000824,2020 HON. STEVE WATKINS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1355815.98,238092.78
