BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13894.93,13770.78
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,569139.13,300986.12
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13763.5,3520.1
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15420.52,12102.81
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,645.6,101
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23274,12597.68
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4616.18,2555.82
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1624.17,1213.17
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,642378.03,346847.48
S001193,2020 HON. ERIC SWALWELL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,642378.03,346847.48
S001193,2020 HON. ERIC SWALWELL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6550.01,2116.67
S001193,2020 HON. ERIC SWALWELL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6550.01,2116.67
S001193,2020 HON. ERIC SWALWELL,INTERN ALLOWANCES,OFFICE TOTALS:,6550.01,2116.67
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,56.21,33.9
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,516057.12,260716.62
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17416.61,3612.6
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50245.07,28133.8
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,300,0
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25612.68,15849.36
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10046.35,3104.48
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5922.93,3347.83
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,625656.97,314798.59
T000472,2020 HON. MARK TAKANO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,625656.97,314798.59
T000472,2020 HON. MARK TAKANO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2244.57,0
T000472,2020 HON. MARK TAKANO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2244.57,0
T000472,2020 HON. MARK TAKANO,INTERN ALLOWANCES,OFFICE TOTALS:,2244.57,0
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,35372.89,31161.78
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,462381.64,236123.32
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7858.09,0
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46737.49,38362.15
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,30259.87,29370.32
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,138.75,123.75
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4578.15,2057.78
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8701.71,3232.94
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,596028.59,340432.04
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,596028.59,340432.04
T000479,2020 HON. VAN TAYLOR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4000,1400
T000479,2020 HON. VAN TAYLOR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4000,1400
T000479,2020 HON. VAN TAYLOR,INTERN ALLOWANCES,OFFICE TOTALS:,4000,1400
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1043.72,710.96
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,447980.17,226830.32
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20629.11,7189.46
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,105.9,105.9
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29954.91,21383.69
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1918.01,94.41
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23591.7,15637.7
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16468.51,9531.26
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7528.71,976.5
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,549220.74,282460.2
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,549220.74,282460.2
T000193,2020 HON. BENNIE G. THOMPSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7200,1920
T000193,2020 HON. BENNIE G. THOMPSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7200,1920
T000193,2020 HON. BENNIE G. THOMPSON,INTERN ALLOWANCES,OFFICE TOTALS:,7200,1920
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,948.28,315.58
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,540425.68,275068.75
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11493.94,2782.93
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33123.97,20369.65
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,217.23,142.28
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15940.44,5787
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4112.86,1016.75
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3226.5,0
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,609488.9,305482.94
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,609488.9,305482.94
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,469.28,-6.59
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,601579.98,302811.63
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17981.48,6443.84
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40452.71,27327.83
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3620.2,1683.06
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21204,10701
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6286.56,4391.29
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13327.39,2492.11
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,704921.6,355844.17
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,704921.6,355844.17
T000460,2020 HON. MIKE THOMPSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7200,2520
T000460,2020 HON. MIKE THOMPSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7200,2520
T000460,2020 HON. MIKE THOMPSON,INTERN ALLOWANCES,OFFICE TOTALS:,7200,2520
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,736,221.86
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,510981.87,267528.57
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19767.59,3834.74
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26478.41,15214.06
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,534.49,449.18
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1148.65,128.46
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6931.78,-2840.5
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3036.82,2289.82
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,569615.61,286826.19
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,569615.61,286826.19
T000238,2020 HON. MAC THORNBERRY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5814.67,0
T000238,2020 HON. MAC THORNBERRY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5814.67,0
T000238,2020 HON. MAC THORNBERRY,INTERN ALLOWANCES,OFFICE TOTALS:,5814.67,0
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,94476.66,94476.66
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1429.78,1429.78
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,281.14,281.14
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,357.4,357.4
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8400,8400
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,591.4,591.4
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,784,784
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,106320.38,106320.38
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,106320.38,106320.38
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17967.69,77.71
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,405863.68,204545.82
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12724.42,3864.02
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25640.27,21431.49
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,72115,19983.36
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8669.95,6049.4
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6290.84,5691.17
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,549271.85,261642.97
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,549271.85,261642.97
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5300.01,3406.06
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5300.01,3406.06
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,OFFICE TOTALS:,5300.01,3406.06
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24820.37,24522.48
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,481085.66,254912.14
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17037.94,8592.5
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37292.71,19822.96
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,26582.85,26317.58
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20574,10287
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2078.12,1423.29
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1646.4,607.26
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,611118.05,346485.21
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,611118.05,346485.21
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7861.13,3056.66
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7861.13,3056.66
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,OFFICE TOTALS:,7861.13,3056.66
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,84010.17,78104.01
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,460827.88,233000.04
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15951.81,6411.68
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11047.85,6579.36
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,97864.79,47797.29
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1040,-8250
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7857.5,5682.7
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176,588
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,679776,369913.08
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,679776,369913.08
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8720,2480
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8720,2480
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,OFFICE TOTALS:,8720,2480
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,40081.1,37763.18
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,492822.2,250584.98
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8596.18,3167.07
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59764.88,44432.11
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,34208.63,30241.21
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21554,11267
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6558.17,2769.25
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,17069.58,7731.22
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,680654.74,387956.02
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,680654.74,387956.02
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10833.33,3917.33
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10833.33,3917.33
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,OFFICE TOTALS:,10833.33,3917.33
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1105.11,87.55
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,524949.4,256016.04
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6112.49,2475.56
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34661.8,20983.4
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1518.71,930.04
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14457.08,5540
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2333.42,1666.5
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6822.99,4263.96
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,591961,291963.05
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,591961,291963.05
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11094.53,5182.22
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11094.53,5182.22
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,OFFICE TOTALS:,11094.53,5182.22
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,12504.03,12430.66
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,433497.65,214908.06
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25648.98,3526.44
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50580,33108.43
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,18741.75,18217.98
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11010,5505
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6569.68,1008
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3344,2294
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,561896.09,290998.57
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,561896.09,290998.57
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3960,1560
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3960,1560
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,OFFICE TOTALS:,3960,1560
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,51752.58,19917.68
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,394411.6,194649.98
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18892.52,3897.44
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30033.87,20375.72
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33609.43,4287.28
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,395.21,0
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1588.33,1058.2
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5212.9,3800.39
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,535896.44,247986.69
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,535896.44,247986.69
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2530,2530
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2530,2530
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,OFFICE TOTALS:,2530,2530
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19547.66,12196.3
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,492348.62,249977.76
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7050.78,811.31
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,41278.97,21975.66
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,17475.54,16986.14
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23325,12275
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16462.82,2932.19
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4505.85,3100.86
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,621995.24,320255.22
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,621995.24,320255.22
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15310,5930
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15310,5930
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,OFFICE TOTALS:,15310,5930
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,188.41,64.42
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,535102.72,284083.32
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4952.74,1240.98
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51711.77,42087.85
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,268.17,25.53
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12893.21,0
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8580.29,3489.88
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,20530.01,19261.94
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,634227.32,350253.92
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,634227.32,350253.92
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6383.33,4575
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6383.33,4575
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,OFFICE TOTALS:,6383.33,4575
